"sample","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","species_s","ID_mound","precip_1mo","precip_2mo","precip_3mo"
"MD36",1127.42002314815,"2024-04-12 13:30:00",1127.42106481481,"f0051","m","low","2/01/2005",2,2005,"05/23/2022",1,38.1,39.6,39.7,NA,"N","med",83.32,NA,"","/01/2005",39.1333333333333,"may22","Ami","MD36-1",253.052219359429,253052.219359429,3029.24238596377,0.0119708192784554,0.988662403495016,0.990268463956841,2.53719636465718e-90,2.42972663290347e-93,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD36",1127.42251157407,"2024-04-12 13:30:00",1127.42355324074,"f0051","m","low","2/01/2005",2,2005,"05/23/2022",2,38.4,39.9,40.3,NA,"E","med",83.32,NA,"","/01/2005",39.5333333333333,"may22","Ami","MD36-2",281.151898951147,281151.898951147,3339.81848927465,0.0118790536422981,0.998317602265077,0.998670711960413,5.0273457004955e-128,1.11218701661836e-132,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD36",1127.425,"2024-04-12 13:30:00",1127.42604166667,"f0051","m","mid","2/01/2005",2,2005,"05/23/2022",3,38.6,36.7,36.5,NA,"S","med",83.32,NA,"","/01/2005",37.2666666666667,"may22","Ami","MD36-3",212.248229727605,212248.229727605,2563.34263967249,0.0120770978535945,0.995835803571022,0.996608692170431,4.08115242581556e-110,3.57813085456566e-114,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD36",1127.42719907407,"2024-04-12 13:30:00",1127.42824074074,"f0051","s","0","2/01/2005",2,2005,"05/23/2022",4,41.4,42.2,42.3,NA,"N","lg",183.85,NA,"","/01/2005",41.9666666666667,"may22","Ami","MD36-4",275.242433556914,275242.433556914,22.2334265967048,8.07776123375519e-05,0.99687645523071,0.394652950467776,8.4793568934888e-116,1.57552368652437e-11,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD36",1127.42962962963,"2024-04-12 13:30:00",1127.4306712963,"f0051","s","1","2/01/2005",2,2005,"05/23/2022",5,46,46.3,46.4,NA,"N","lg",183.85,NA,"","/01/2005",46.2333333333333,"may22","Ami","MD36-5",262.247686381803,262247.686381803,28.9050020347533,0.000110220236576924,0.997853590133512,0.530496567550496,3.27045866491771e-123,1.30139151166927e-16,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD36",1127.43159722222,"2024-04-12 13:30:00",1127.43263888889,"f0051","s","2","2/01/2005",2,2005,"05/23/2022",6,44,44.3,43.7,NA,"N","lg",183.85,NA,"","/01/2005",44,"may22","Ami","MD36-6",202.053036613847,202053.036613847,10.9385958272195,5.41372503503858e-05,0.994366764548868,0.128327455429926,3.81866130799539e-104,0.000422406753343603,NA,NA,"A. laurensis","MD36-may22",129.9,177.9,273.4
"MD37",1155.42309027778,"2024-04-12 14:25:00",1155.42413194444,"f0052","m","mid","3/01/2005",3,2005,"05/23/2022",1,37.6,39,39.2,NA,"N","med",83.32,NA,"","/01/2005",38.6,"may22","Ami","MD37-1",423.055146884017,423055.146884017,10243.8058034396,0.0242138782115987,0.999548592666214,0.999774955230187,5.06050651419919e-154,8.90246226817749e-168,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.42523148148,"2024-04-12 14:25:00",1155.42627314815,"f0052","m","low","3/01/2005",3,2005,"05/23/2022",2,35.8,37,35.6,NA,"E","med",83.32,NA,"","/01/2005",36.1333333333333,"may22","Ami","MD37-2",117.218747193378,117218.747193378,6832.87164499996,0.0582916283325196,0.790279389921238,0.983123934515324,1.27578004421692e-32,1.84366367942174e-82,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.42731481481,"2024-04-12 14:25:00",1155.42835648148,"f0052","m","mid","3/01/2005",3,2005,"05/23/2022",3,36.7,39.5,40.2,NA,"S","med",83.32,NA,"","/01/2005",38.8,"may22","Ami","MD37-3",458.359958696928,458359.958696928,12552.8432794677,0.0273864307762707,0.999565803466065,0.999710538325424,8.63073094670227e-155,8.38844537893399e-163,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.42934027778,"2024-04-12 14:25:00",1155.43038194444,"f0052","m","low","3/01/2005",3,2005,"05/23/2022",4,39.3,39.3,39.3,NA,"W","med",83.32,NA,"","/01/2005",39.3,"may22","Ami","MD37-4",151.914424940821,151914.424940821,4309.80561824075,0.0283699564404082,0.966213828233152,0.976942482548571,9.68613130840188e-69,2.71739311367546e-76,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.43159722222,"2024-04-12 14:25:00",1155.43263888889,"f0052","s","0","3/01/2005",3,2005,"05/23/2022",5,43.3,43.2,43.7,NA,"N","lg",183.85,NA,"","/01/2005",43.4,"may22","Ami","MD37-5",240.7042043887,240704.2043887,79.0286052524462,0.000328322496290207,0.989129073755459,0.838223812453973,3.74693767832389e-91,9.21008543518072e-38,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.43396990741,"2024-04-12 14:25:00",1155.43501157407,"f0052","s","1","3/01/2005",3,2005,"05/23/2022",6,42.1,42.1,41.3,NA,"N","lg",183.85,NA,"","/01/2005",41.8333333333333,"may22","Ami","MD37-6",292.378477967173,292378.477967173,11.5593846979923,3.95356894199652e-05,0.995243480821151,0.246661731752368,1.18900827164227e-108,3.55812994812407e-07,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD37",1155.43645833333,"2024-04-12 14:25:00",1155.4375,"f0052","s","2","3/01/2005",3,2005,"05/23/2022",7,41.1,41.5,41.5,NA,"N","lg",183.85,NA,"","/01/2005",41.3666666666667,"may22","Ami","MD37-7",215.828084846777,215828.084846777,153.441389533725,0.000710942645127291,0.998407611920553,0.977251043891904,1.63476349882466e-130,2.20791939154744e-77,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4
"MD42",1277.42083333333,"2024-04-12 09:59:00",1277.421875,"f0057","m","mid","7/01/2005",7,2005,"05/24/2022",1,35.6,33.6,33.1,NA,"N","sm",47.78,NA,"found nasute soldiers and ami workers in ami like mound","/01/2005",34.1,"may22","Ami","MD42-1",153.983914353057,153983.914353057,1451.89117357374,0.00942884962805153,0.998954211281431,0.998968854817759,2.02371073304783e-137,1.06536187554059e-137,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.4228587963,"2024-04-12 09:59:00",1277.42390046296,"f0057","m","low","7/01/2005",7,2005,"05/24/2022",2,35.9,35.6,35.6,NA,"E","sm",47.78,NA,"found nasute soldiers and ami workers in ami like mound","/01/2005",35.7,"may22","Ami","MD42-2",157.94185212059,157941.85212059,1945.25715828176,0.0123162868623102,0.997349224189917,0.995980572493982,4.84464186129479e-119,8.15742525894004e-111,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.42476851852,"2024-04-12 09:59:00",1277.42581018519,"f0057","m","mid","7/01/2005",7,2005,"05/24/2022",3,35.4,33.7,34.6,NA,"S","sm",47.78,NA,"found nasute soldiers and ami workers in ami like mound","/01/2005",34.5666666666667,"may22","Ami","MD42-3",156.951175257769,156951.175257769,1794.60293587085,0.011434147803758,0.998240106742212,0.998340167631897,3.90147145557792e-127,2.71957897949284e-128,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.42673611111,"2024-04-12 09:59:00",1277.42777777778,"f0057","m","low","7/01/2005",7,2005,"05/24/2022",4,35.4,32.5,31.7,NA,"W","sm",47.78,NA,"found nasute soldiers and ami workers in ami like mound","/01/2005",33.2,"may22","Ami","MD42-4",128.653469189943,128653.469189943,960.60312965181,0.00746659328893481,0.997109827305274,0.998570900388839,2.476702550457e-117,2.9982920609226e-131,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.42881944444,"2024-04-12 09:59:00",1277.42986111111,"f0057","s","0","7/01/2005",7,2005,"05/24/2022",5,36.3,35.7,35.4,NA,"N","lg",183.85,0,"found nasute soldiers and ami workers in ami like mound","/01/2005",35.8,"may22","Ami","MD42-5",159.634981048229,159634.981048229,133.520713283904,0.000836412623393394,0.996113565125142,0.92145858603049,1.09410177809203e-112,1.29055373158178e-52,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.43113425926,"2024-04-12 09:59:00",1277.43217592593,"f0057","s","1","7/01/2005",7,2005,"05/24/2022",6,34,33.8,33.5,NA,"N","lg",183.85,0,"found nasute soldiers and ami workers in ami like mound","/01/2005",33.7666666666667,"may22","Ami","MD42-6",121.822268802586,121822.268802586,-33.1255276527284,-0.000271916850493144,0.994197696094927,0.558842503455758,1.46650693117867e-103,7.4641470881539e-18,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD42",1277.43368055556,"2024-04-12 09:59:00",1277.43472222222,"f0057","s","2","7/01/2005",7,2005,"05/24/2022",7,34.4,33.4,32.7,NA,"N","lg",183.85,0,"found nasute soldiers and ami workers in ami like mound","/01/2005",33.5,"may22","Ami","MD42-7",90.1624031292608,90162.4031292608,0,0,0.989418283219754,0,1.12385115942719e-92,0,NA,NA,"A. laurensis","MD42-may22",129.9,177.9,273.4
"MD48",1461.42164351852,"2024-04-12 08:15:00",1461.42268518519,"f0063","m","mid","1/01/2006",1,2006,"05/25/2022",1,22.2,22,22.1,NA,"N","med",83.32,NA,"Extender","/01/2006",22.1,"may22","Copto","MD48-1",2117.98055645402,2117980.55645402,622.681773996767,0.000293997870801646,0.996757023871034,0.837327367575346,2.64831065637371e-116,4.75326498571008e-38,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.42407407407,"2024-04-12 08:15:00",1461.42511574074,"f0063","m","low","1/01/2006",1,2006,"05/25/2022",2,24.4,23.9,24.1,NA,"E","med",83.32,NA,"Extender","/01/2006",24.1333333333333,"may22","Copto","MD48-2",2212.03163263115,2212031.63263115,304.393100892162,0.000137607933088233,0.997925457063898,0.880554313320545,6.94445191117573e-124,9.10905727325374e-44,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.42633101852,"2024-04-12 08:15:00",1461.42737268519,"f0063","m","mid","1/01/2006",1,2006,"05/25/2022",3,23.8,23.5,23.1,NA,"S","med",83.32,NA,"Extender","/01/2006",23.4666666666667,"may22","Copto","MD48-3",786.476259923561,786476.259923561,524.896950904152,0.000667403426716488,0.993452939108175,0.900302980340376,3.57052559281505e-101,2.41855123379968e-47,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.42841435185,"2024-04-12 08:15:00",1461.42945601852,"f0063","m","low","1/01/2006",1,2006,"05/25/2022",4,24.2,24.2,24.3,NA,"W","med",83.32,NA,"Extender","/01/2006",24.2333333333333,"may22","Copto","MD48-4",848.047963752484,848047.963752484,78.710367537292,9.28135800114542e-05,0.998292599109157,0.446759545831141,9.83682120783103e-128,2.47267538373446e-13,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.43055555556,"2024-04-12 08:15:00",1461.43159722222,"f0063","m","top","1/01/2006",1,2006,"05/25/2022",5,24.6,25.6,25.7,NA,"","med",83.32,NA,"Extender","/01/2006",25.3,"may22","Copto","MD48-5",1774.73481771941,1774734.81771941,594.806475903146,0.000335152311187252,0.999098084823526,0.997211101074844,2.40689480131285e-140,4.88664646270065e-118,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.43292824074,"2024-04-12 08:15:00",1461.43396990741,"f0063","s","0","1/01/2006",1,2006,"05/25/2022",6,26,25.4,25.6,NA,"N","lg",183.85,6,"Extender","/01/2006",25.6666666666667,"may22","Copto","MD48-6",518.431109764015,518431.109764015,-15.1743036496053,-2.92696625719712e-05,0.997062794129508,0.132625473523429,2.78274227308519e-118,0.000308171666243354,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.43541666667,"2024-04-12 08:15:00",1461.43645833333,"f0063","s","1","1/01/2006",1,2006,"05/25/2022",7,28.5,26.7,26.5,NA,"N","lg",183.85,7.5,"Extender","/01/2006",27.2333333333333,"may22","Copto","MD48-7",480.214873948019,480214.873948019,-46.1781378018865,-9.61614067099577e-05,0.997460326002808,0.544622720843674,3.46093286940408e-121,2.14841405688006e-17,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD48",1461.43738425926,"2024-04-12 08:15:00",1461.43842592593,"f0063","s","2","1/01/2006",1,2006,"05/25/2022",8,26.9,26.7,26.5,NA,"N","lg",183.85,2.8,"Extender","/01/2006",26.7,"may22","Copto","MD48-8",525.837881798345,525837.881798345,-84.9356337776111,-0.000161524372278267,0.995017018384458,0.822175494156644,1.4389645552939e-106,6.87634934915971e-36,NA,NA,"C. acinaciformis","MD48-may22",129.9,177.9,273.4
"MD50",1520.4203125,"2024-04-12 11:17:00",1520.42135416667,"f0067","m","mid","3/01/2006",3,2006,"05/25/2022",1,43.7,46.1,46.3,NA,"N","med",83.32,NA,"Extender","/01/2006",45.3666666666667,"may22","Nasuti","MD50-1",863.626643073828,863626.643073828,12550.4575116954,0.0145322722641183,0.999291982241021,0.998724595506835,3.96630070676813e-145,1.69230573786644e-133,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.42233796296,"2024-04-12 11:17:00",1520.42337962963,"f0067","m","low","3/01/2006",3,2006,"05/25/2022",2,39.8,38.8,38.3,NA,"E","med",83.32,NA,"Extender","/01/2006",38.9666666666667,"may22","Nasuti","MD50-2",386.579981428139,386579.981428139,4869.01219160993,0.0125950965531696,0.890949285148765,0.878581125409705,1.4382273329454e-45,1.92182809122555e-43,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.42465277778,"2024-04-12 11:17:00",1520.42569444444,"f0067","m","low","3/01/2006",3,2006,"05/25/2022",3,37,36.4,36,NA,"S","med",83.32,NA,"Extender","/01/2006",36.4666666666667,"may22","Nasuti","MD50-3",349.155158393399,349155.158393399,5213.39926957414,0.0149314685584571,0.995909412586441,0.998041492396168,1.15313009075658e-111,2.2276384813439e-126,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.42673611111,"2024-04-12 11:17:00",1520.42777777778,"f0067","m","mid","3/01/2006",3,2006,"05/25/2022",4,35.9,33.4,33.5,NA,"W","med",83.32,NA,"Extender","/01/2006",34.2666666666667,"may22","Nasuti","MD50-4",503.773685804869,503773.685804869,7304.03195051612,0.0144986372975131,0.997850256645263,0.998626799352869,3.50973651976844e-123,4.87994825121189e-132,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.42905092593,"2024-04-12 11:17:00",1520.43009259259,"f0067","m","top","3/01/2006",3,2006,"05/25/2022",5,33.7,34.6,34.1,NA,"","med",83.32,NA,"Extender","/01/2006",34.1333333333333,"may22","Nasuti","MD50-5",753.235581856932,753235.581856932,12712.3584573826,0.016877002047677,0.999667569806361,0.999777344989274,8.26338453716476e-162,8.12843828001036e-170,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.43142361111,"2024-04-12 11:17:00",1520.43246527778,"f0067","s","0","3/01/2006",3,2006,"05/25/2022",6,33.8,36.2,36.4,NA,"N","lg",183.85,NA,"Extender","/01/2006",35.4666666666667,"may22","Nasuti","MD50-6",332.759724070299,332759.724070299,8.53356347025378,2.56448207309217e-05,0.998863134415391,0.128774826648232,9.04134224973442e-136,0.000412028043396207,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.43362268519,"2024-04-12 11:17:00",1520.43466435185,"f0067","s","1","3/01/2006",3,2006,"05/25/2022",7,37,36.3,36.2,NA,"N","lg",183.85,NA,"Extender","/01/2006",36.5,"may22","Nasuti","MD50-7",199.071149239613,199071.149239613,26.9667824464328,0.000135463036956571,0.99780169067006,0.472821432902462,9.69916637158701e-123,2.678505652855e-14,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD50",1520.43559027778,"2024-04-12 11:17:00",1520.43663194444,"f0067","s","2","3/01/2006",3,2006,"05/25/2022",8,36.6,36.1,36.1,NA,"N","lg",183.85,NA,"Extender","/01/2006",36.2666666666667,"may22","Nasuti","MD50-8",242.979149830732,242979.149830732,46.3829217302907,0.000190892600301724,0.996751836629435,0.763066586954849,5.02852217293567e-115,3.34197970138867e-30,NA,NA,"N. magnus","MD50-may22",129.9,177.9,273.4
"MD54",1642.42118055556,"2024-04-12 16:27:00",1642.42222222222,"f0071","m","mid","7/01/2006",7,2006,"05/25/2022",1,33.9,31.1,31.2,NA,"N","sm",47.78,NA,"","/01/2006",32.0666666666667,"may22","Ami","MD54-1",357.491612083182,357491.612083182,8621.6660510025,0.0241171142471348,0.998276933184729,0.998341446156244,1.49052437057428e-127,2.62587853602528e-128,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.42326388889,"2024-04-12 16:27:00",1642.42430555556,"f0071","m","low","7/01/2006",7,2006,"05/25/2022",2,34.7,34.6,34.7,NA,"E","sm",47.78,NA,"","/01/2006",34.6666666666667,"may22","Ami","MD54-2",269.710745212442,269710.745212442,6198.05715063694,0.0229803864349377,0.995625433820172,0.99696781335811,3.84326082274985e-109,2.19667761378475e-116,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.4255787037,"2024-04-12 16:27:00",1642.42662037037,"f0071","m","mid","7/01/2006",7,2006,"05/25/2022",3,33,33,33,NA,"S","sm",47.78,NA,"","/01/2006",33,"may22","Ami","MD54-3",252.973714437162,252973.714437162,5610.48084711479,0.0221781178317181,0.998796919966127,0.999114262262463,4.09892292380197e-136,3.1267357553351e-142,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.42864583333,"2024-04-12 16:27:00",1642.4296875,"f0071","m","low","7/01/2006",7,2006,"05/25/2022",4,34.3,34.3,34.3,NA,"W","sm",47.78,NA,"","/01/2006",34.3,"may22","Ami","MD54-4",405.270629944788,405270.629944788,10060.6729638968,0.0248245794798094,0.998491481344553,0.998559215556362,3.51239393895581e-130,4.34297780158987e-131,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.43055555556,"2024-04-12 16:27:00",1642.43159722222,"f0071","s","0","7/01/2006",7,2006,"05/25/2022",5,34.3,31.7,31.7,NA,"N","lg",183.85,0,"","/01/2006",32.5666666666667,"may22","Ami","MD54-5",255.202961520265,255202.961520265,159.959961024516,0.000626795081340833,0.994729825375903,0.965330318223568,1.84241184476495e-105,3.13645572699398e-68,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.43263888889,"2024-04-12 16:27:00",1642.43368055556,"f0071","s","1","7/01/2006",7,2006,"05/25/2022",6,30.8,28.2,28.3,NA,"N","lg",183.85,0,"","/01/2006",29.1,"may22","Ami","MD54-6",393.838566662423,393838.566662423,41.0337664167328,0.000104189304680018,0.996271688052899,0.661894934405996,2.66579616875361e-112,3.80477332678957e-23,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD54",1642.43478009259,"2024-04-12 16:27:00",1642.43582175926,"f0071","s","2","7/01/2006",7,2006,"05/25/2022",7,29.1,28.5,28.7,NA,"N","lg",183.85,3.8,"","/01/2006",28.7666666666667,"may22","Ami","MD54-7",493.044545055778,493044.545055778,0,0,0.998863173935727,0,9.02705247945202e-136,0,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4
"MD55",1673.42534722222,"2024-04-12 08:29:00",1673.42638888889,"f0073","m","mid","8/01/2006",8,2006,"05/26/2022",1,25.1,23.8,23.8,NA,"N","med",83.32,NA,"Extender","/01/2006",24.2333333333333,"may22","Copto","MD55-1",1347.53050471519,1347530.50471519,1859.76793301965,0.00138013048796452,0.99437717104975,0.988751915264965,3.51051621765377e-104,1.76890641077548e-90,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.42771990741,"2024-04-12 08:29:00",1673.42876157407,"f0073","m","low","8/01/2006",8,2006,"05/26/2022",2,22.4,22.4,22.4,NA,"E","med",83.32,NA,"Extender","/01/2006",22.4,"may22","Copto","MD55-2",2161.32613709875,2161326.13709875,2142.2000083507,0.000991150743786533,0.999611279433891,0.988544432228034,5.62103094287357e-157,4.06378048177098e-90,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.42934027778,"2024-04-12 08:29:00",1673.43038194444,"f0073","m","mid","8/01/2006",8,2006,"05/26/2022",3,24.7,23.7,23.4,NA,"S","med",83.32,NA,"Extender","/01/2006",23.9333333333333,"may22","Copto","MD55-3",1352.7484846795,1352748.4846795,2568.73269441409,0.00189889896274597,0.999133270944911,0.997798744878292,3.93643593396917e-141,1.03085304894362e-122,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.43211805556,"2024-04-12 08:29:00",1673.43315972222,"f0073","m","low","8/01/2006",8,2006,"05/26/2022",4,22.4,22.4,23.1,NA,"W","med",83.32,NA,"Extender","/01/2006",22.6333333333333,"may22","Copto","MD55-4",1654.01197405297,1654011.97405297,2958.5551997643,0.00178871449915486,0.994681241718936,0.995659430468237,2.79721520788967e-105,2.69479766024625e-109,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.43425925926,"2024-04-12 08:29:00",1673.43530092593,"f0073","m","top","8/01/2006",8,2006,"05/26/2022",5,23.1,23.6,21.4,NA,"","med",83.32,NA,"Extender","/01/2006",22.7,"may22","Copto","MD55-5",1342.06343344569,1342063.43344569,2609.55934580269,0.00194443815453846,0.997171744923165,0.997429725041808,9.24534721743306e-118,1.19081474338911e-119,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.43663194444,"2024-04-12 08:29:00",1673.43767361111,"f0073","s","0","8/01/2006",8,2006,"05/26/2022",6,24.3,26.6,26,NA,"N","lg",183.85,3.1,"Extender","/01/2006",25.6333333333333,"may22","Copto","MD55-6",442.517842353671,442517.842353671,217.45514668292,0.000491404246044218,0.99462900593389,0.943781474031326,4.36373230489559e-105,1.12986871990808e-58,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.43871527778,"2024-04-12 08:29:00",1673.43975694444,"f0073","s","1","8/01/2006",8,2006,"05/26/2022",7,27.6,26.5,26.5,NA,"N","lg",183.85,2.3,"Extender","/01/2006",26.8666666666667,"may22","Copto","MD55-7",170.116868611773,170116.868611773,39.5288859312803,0.000232363117507705,0.997091886256046,0.384442211229833,3.28218652515668e-117,3.41472851364134e-11,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD55",1673.44079861111,"2024-04-12 08:29:00",1673.44184027778,"f0073","s","2","8/01/2006",8,2006,"05/26/2022",8,28.5,26.8,26.8,NA,"N","lg",183.85,1.3,"Extender","/01/2006",27.3666666666667,"may22","Copto","MD55-8",149.481956005121,149481.956005121,9.10806904087703,6.09308928267235e-05,0.99575022510099,0.0693829280191458,1.02986623346924e-109,0.0107394215700165,NA,NA,"C. acinaciformis","MD55-may22",129.9,177.9,273.4
"MD58",1734.42141203704,"2024-04-12 11:21:00",1734.4224537037,"f0075","m","mid","10/01/2006",10,2006,"05/26/2022",1,34.7,44.2,45.8,NA,"N","med",83.32,NA,"Extender","/01/2006",41.5666666666667,"may22","Nasuti","MD58-1",1362.08091858882,1362080.91858882,6545.17683207605,0.00480527752995553,0.998637084356509,0.998160528868188,3.46620688038919e-132,2.91842073659859e-126,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.42337962963,"2024-04-12 11:21:00",1734.4244212963,"f0075","m","low","10/01/2006",10,2006,"05/26/2022",2,44.5,42.8,41.4,NA,"E","med",83.32,NA,"Extender","/01/2006",42.9,"may22","Nasuti","MD58-2",770.670380196949,770670.380196949,3041.55410443661,0.00394663423247086,0.998928963970356,0.998974833147156,5.99155619184733e-137,8.17704678503008e-138,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.42546296296,"2024-04-12 11:21:00",1734.42650462963,"f0075","m","mid","10/01/2006",10,2006,"05/26/2022",3,38.2,39.5,38.8,NA,"S","med",83.32,NA,"Extender","/01/2006",38.8333333333333,"may22","Nasuti","MD58-3",329.710097311659,329710.097311659,1287.37264672506,0.00390455936054688,0.996824990511027,0.997708113176138,1.78361327568623e-115,6.46402356049925e-122,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.42766203704,"2024-04-12 11:21:00",1734.4287037037,"f0075","m","low","10/01/2006",10,2006,"05/26/2022",4,37.9,37.9,39,NA,"W","med",83.32,NA,"Extender","/01/2006",38.2666666666667,"may22","Nasuti","MD58-4",434.961584929805,434961.584929805,1656.25817323066,0.00380782632447404,0.998554520997978,0.998691327237612,1.90421356911998e-132,1.96504838914193e-134,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.42974537037,"2024-04-12 11:21:00",1734.43078703704,"f0075","m","top","10/01/2006",10,2006,"05/26/2022",5,37.3,37.3,39.3,NA,"","med",83.32,NA,"Extender","/01/2006",37.9666666666667,"may22","Nasuti","MD58-5",751.773300861174,751773.300861174,3175.78212741034,0.00422438802199068,0.999137619764723,0.999144198886384,3.13115620315237e-141,2.20990059243334e-141,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.43373842593,"2024-04-12 11:21:00",1734.43478009259,"f0075","s","1","10/01/2006",10,2006,"05/26/2022",7,43,44.6,44.2,NA,"N","lg",183.85,0,"Extender","/01/2006",43.9333333333333,"may22","Nasuti","MD58-7",510.036665739194,510036.665739194,108.506681234518,0.000212742903644505,0.99788357235539,0.589987807264262,1.72437730308849e-123,2.59937944615664e-19,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD58",1734.43576388889,"2024-04-12 11:21:00",1734.43680555556,"f0075","s","2","10/01/2006",10,2006,"05/26/2022",8,43.7,46.4,46.4,NA,"N","lg",183.85,0,"Extender","/01/2006",45.5,"may22","Nasuti","MD58-8",129.94491263381,129944.91263381,29.9331625942364,0.000230352708601908,0.992545483436272,0.521481055668079,1.31190541078163e-98,3.11767698404958e-16,NA,NA,"N. magnus","MD58-may22",129.9,177.9,273.4
"MD59",1765.42118055556,"2024-04-12 13:39:00",1765.42222222222,"f0076","m","mid","11/01/2006",11,2006,"05/26/2022",1,42.7,43.1,43.5,NA,"N","med",83.32,NA,"Extender","/01/2006",43.1,"may22","Copto","MD59-1",4069.37532061793,4069375.32061793,13901.5985403113,0.00341615050100622,0.999741304786682,0.999744300036444,5.04839265769432e-165,2.97184338625223e-165,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4
"MD59",1765.42314814815,"2024-04-12 13:39:00",1765.42418981481,"f0076","m","low","11/01/2006",11,2006,"05/26/2022",2,41.7,43.4,43.6,NA,"E","med",83.32,NA,"Extender","/01/2006",42.9,"may22","Copto","MD59-2",4832.54938686984,4832549.38686984,12406.0519955776,0.00256718576519573,0.999248110140019,0.999476979289854,6.11509858369823e-144,4.11099308483081e-151,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4
