"sample","extract_ID","avg_flux","avg_dif","species_s","rank","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","ID_mound","precip_1mo","precip_2mo","precip_3mo","top_emitters"
"MD39","MD39-1-mid",10274.2937010658,2484.00356897643,"N. magnus","top",1216.42390046296,"2024-04-12 16:52:00",1216.42494212963,"f0054","m","mid","5/01/2005",5,2005,"05/23/2022","1",28.4,28.3,28.1,NA,"N","med",83.32,NA,"Extender","/01/2005",28.2666666666667,"may22","Nasuti","MD39-1",607.035581674577,607035.581674577,7790.29013208934,0.0128333336088783,0.997761788200554,0.998011743523198,2.19890312431356e-122,1.00494804652725e-124,NA,NA,"MD39-may22",129.9,177.9,273.4,"y"
"MD39","MD39-2-low",10274.2937010658,3317.73347862236,"N. magnus","top",1216.42604166667,"2024-04-12 16:52:00",1216.42708333333,"f0054","m","low","5/01/2005",5,2005,"05/23/2022","2",27.9,27.6,27.5,NA,"E","med",83.32,NA,"Extender","/01/2005",27.6666666666667,"may22","Nasuti","MD39-2",533.561109785186,533561.109785186,6956.56022244341,0.013037982144621,0.996350401259223,0.997090003698424,1.00961545905831e-112,3.38026966732002e-117,NA,NA,"MD39-may22",129.9,177.9,273.4,"y"
"MD39","MD39-4-low",10274.2937010658,8686.76586934303,"N. magnus","top",1216.43096064815,"2024-04-12 16:52:00",1216.43200231481,"f0054","m","low","5/01/2005",5,2005,"05/23/2022","4",26.9,26.8,26.8,NA,"W","med",83.32,NA,"Extender","/01/2005",26.8333333333333,"may22","Nasuti","MD39-4",663.018384276289,663018.384276289,1587.52783172274,0.0023943948906569,0.999773688910098,0.999612612661906,1.14918489687503e-167,4.80756626370743e-157,NA,NA,"MD39-may22",129.9,177.9,273.4,"y"
"MD4","MD4-4-low",9058.33595490412,1567.94700738706,"N. magnus","top",120.430555555556,"2024-04-12 16:29:00",120.431597222222,"f0011","m","low","5/01/2002",5,2002,"05/16/2022","4",30.7,31,31.2,NA,"W","med",83.32,NA,"","/01/2002",30.9666666666667,"may22","Nasuti","MD4-4",780.499713678114,780499.713678114,7490.38894751706,0.00959691440784586,0.981122980204043,0.985556502207272,3.02166189221782e-80,1.54671522412747e-85,NA,NA,"MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-2-low",9058.33595490412,3642.34001532619,"N. magnus","top",120.425810185185,"2024-04-12 16:29:00",120.426851851852,"f0011","m","low","5/01/2002",5,2002,"05/16/2022","2",30.1,30.1,29.9,NA,"E","med",83.32,NA,"","/01/2002",30.0333333333333,"may22","Nasuti","MD4-2",475.781871667596,475781.871667596,5415.99593957793,0.0113833591864168,0.997211194467392,0.997746684496804,4.87920614872224e-118,2.98611683162407e-122,NA,NA,"MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-5-top",9058.33595490412,4406.61797119838,"N. magnus","top",120.433854166667,"2024-04-12 16:29:00",120.434895833333,"f0011","m","top","5/01/2002",5,2002,"05/16/2022","5",30.9,31.1,31,NA,"","med",83.32,NA,"","/01/2002",31,"may22","Nasuti","MD4-5",1049.13620835069,1049136.20835069,13464.9539261025,0.0128343239123071,0.999342953068066,0.999433333812259,1.32434686535138e-146,1.57666287650451e-149,NA,NA,"MD4-may22",129.9,177.9,273.4,"y"
"MD51","MD51-5-top",8718.07861827765,1125.80381573668,"N. magnus","top",1551.43043981481,"2024-04-12 12:59:00",1551.43148148148,"f0068","m","top","4/01/2006",4,2006,"05/25/2022","5",35.2,35.1,35.4,NA,"","med",83.32,NA,"Extender","/01/2006",35.2333333333333,"may22","Nasuti","MD51-5",366.332075055145,366332.075055145,7592.27480254097,0.0207251161433191,0.953608812142025,0.952639439804463,1.7952675524259e-62,4.60252262312364e-62,NA,NA,"MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-2-low",8718.07861827765,2377.75185418837,"N. magnus","top",1551.42326388889,"2024-04-12 12:59:00",1551.42430555556,"f0068","m","low","4/01/2006",4,2006,"05/25/2022","2",37.4,34.4,34.5,NA,"E","med",83.32,NA,"Extender","/01/2006",35.4333333333333,"may22","Nasuti","MD51-2",619.038096061031,619038.096061031,6340.32676408928,0.0102422238702805,0.999138817340745,0.999379413227316,2.93930330746898e-141,9.85990186370444e-148,NA,NA,"MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-4-low",8718.07861827765,3625.68239504945,"N. magnus","top",1551.42789351852,"2024-04-12 12:59:00",1551.42893518519,"f0068","m","low","4/01/2006",4,2006,"05/25/2022","4",35.5,33.8,33.2,NA,"W","med",83.32,NA,"Extender","/01/2006",34.1666666666667,"may22","Nasuti","MD51-4",915.269202547167,915269.202547167,12343.7610133271,0.0134864813313665,0.99923084282269,0.999284616750604,4.73940706908977e-145,1.68966806481154e-146,NA,NA,"MD51-may22",129.9,177.9,273.4,"y"
"MD57","MD57-5-top",405.531994159171,0.202266854705783,"N. magnus","bottom",1704.45486111111,"2024-04-12 10:05:00",1704.45590277778,"f0074","m","top","9/01/2006",9,2006,"05/26/2022","5",38.5,36.7,35.8,NA,"","sm",47.78,NA,"","/01/2006",37,"may22","Nasuti","MD57-5",152.54259491813,152542.59491813,405.734261013877,0.00265980961731794,0.98610552296748,0.992181390245973,3.10871345025123e-87,1.01039871373774e-98,NA,NA,"MD57-may22",129.9,177.9,273.4,"y"
"MD57","MD57-4-low",405.531994159171,139.356872130256,"N. magnus","bottom",1704.45260416667,"2024-04-12 10:05:00",1704.45364583333,"f0074","m","low","9/01/2006",9,2006,"05/26/2022","4",33.8,36.4,36.7,NA,"W","sm",47.78,NA,"","/01/2006",35.6333333333333,"may22","Nasuti","MD57-4",179.532046876217,179532.046876217,266.175122028915,0.00148260506500233,0.997454584086838,0.996518957889513,7.65228501359924e-120,1.17419244876216e-113,NA,NA,"MD57-may22",129.9,177.9,273.4,"y"
"MD57","MD57-2-low",405.531994159171,145.092267082511,"N. magnus","bottom",1704.44855324074,"2024-04-12 10:05:00",1704.44959490741,"f0074","m","low","9/01/2006",9,2006,"05/26/2022","2",38,37.4,37.2,NA,"E","sm",47.78,NA,"","/01/2006",37.5333333333333,"may22","Nasuti","MD57-2",188.194502059592,188194.502059592,550.624261241682,0.00292582543706471,0.998212699911262,0.9970659781068,7.88118580393885e-127,4.91397582156395e-117,NA,NA,"MD57-may22",129.9,177.9,273.4,"y"
"MD60","MD60-3-mid",2484.76156002968,698.19646849679,"N. magnus","bottom",1795.42523148148,"2024-04-12 14:32:00",1795.42627314815,"f0077","m","mid","12/01/2006",12,2006,"05/26/2022","3",35.3,33.4,33,NA,"S","med",83.32,NA,"Extender","/01/2006",33.9,"may22","Nasuti","MD60-3",422.579885078664,422579.885078664,3182.95802852647,0.00753220430246924,0.998571605062334,0.998841916268563,2.93175546768322e-131,2.09720407793004e-135,NA,NA,"MD60-may22",129.9,177.9,273.4,"y"
"MD60","MD60-5-top",2484.76156002968,1114.73486214172,"N. magnus","bottom",1795.42945601852,"2024-04-12 14:32:00",1795.43049768519,"f0077","m","top","12/01/2006",12,2006,"05/26/2022","5",32.3,32.2,31.8,NA,"","med",83.32,NA,"Extender","/01/2006",32.1,"may22","Nasuti","MD60-5",123.999872142647,123999.872142647,1370.02669788796,0.0110486137946329,0.902281753129549,0.958367630120577,9.7038417449179e-48,1.30129014409601e-64,NA,NA,"MD60-may22",129.9,177.9,273.4,"y"
"MD60","MD60-4-low",2484.76156002968,1413.0863203059,"N. magnus","bottom",1795.42737268519,"2024-04-12 14:32:00",1795.42841435185,"f0077","m","low","12/01/2006",12,2006,"05/26/2022","4",33,32.9,32.7,NA,"W","med",83.32,NA,"Extender","/01/2006",32.8666666666667,"may22","Nasuti","MD60-4",201.528007896365,201528.007896365,1071.67523972378,0.00531774839095757,0.992720650279588,0.995743175627032,4.44622164173034e-99,1.11053812360961e-109,NA,NA,"MD60-may22",129.9,177.9,273.4,"y"
"MD62","MD62-1-mid",2577.84551830368,316.076574489729,"N. magnus","bottom",1857.42326388889,"2024-04-12 08:18:00",1857.42430555556,"f0080","m","mid","2/01/2007",2,2007,"05/27/2022","1",20.2,20,20,NA,"N","med",83.32,NA,"Extender","/01/2007",20.0666666666667,"may22","Nasuti","MD62-1",315.408360416975,315408.360416975,2893.92209279341,0.00917515974835796,0.998200654204442,0.998637914382345,1.06985458181988e-126,3.37144754046262e-132,NA,NA,"MD62-may22",129.9,177.9,273.4,"y"
"MD62","MD62-4-low",2577.84551830368,574.774184341299,"N. magnus","bottom",1857.42945601852,"2024-04-12 08:18:00",1857.43049768519,"f0080","m","low","2/01/2007",2,2007,"05/27/2022","4",21.1,21.1,21.1,NA,"W","med",83.32,NA,"Extender","/01/2007",21.1,"may22","Nasuti","MD62-4",415.151749342461,415151.749342461,3152.61970264498,0.00759389718973427,0.998565692312174,0.998768397155943,3.53799396579529e-131,3.45067613476118e-134,NA,NA,"MD62-may22",129.9,177.9,273.4,"y"
"MD62","MD62-3-mid",2577.84551830368,2158.45376382872,"N. magnus","bottom",1857.42737268519,"2024-04-12 08:18:00",1857.42841435185,"f0080","m","mid","2/01/2007",2,2007,"05/27/2022","3",20.2,20.7,20.6,NA,"S","med",83.32,NA,"Extender, mound looks dead","/01/2007",20.5,"may22","Nasuti","MD62-3",96.7287134606714,96728.7134606714,419.391754474957,0.00433575243038331,0.982555698253648,0.967357389674804,8.32152984509574e-82,2.02063291632595e-69,NA,NA,"MD62-may22",129.9,177.9,273.4,"y"
"MD64","MD64-5-top",2282.05511583483,672.548378273929,"N. magnus","bottom",1916.42934027778,"2024-04-12 10:05:00",1916.43038194444,"f0082","m","top","4/01/2007",4,2007,"05/27/2022","5",34.1,32.8,32.4,NA,"","med",83.32,NA,"Extender","/01/2007",33.1,"may22","Nasuti","MD64-5",134.844005694622,134844.005694622,1609.5067375609,0.011936064412132,0.960077874668805,0.9704361848725,1.92797019678678e-65,2.22434614832482e-71,NA,NA,"MD64-may22",129.9,177.9,273.4,"y"
"MD64","MD64-4-low",2282.05511583483,1197.89947652041,"N. magnus","bottom",1916.42731481481,"2024-04-12 10:05:00",1916.42835648148,"f0082","m","low","4/01/2007",4,2007,"05/27/2022","4",33.3,33.7,32.7,NA,"W","med",83.32,NA,"Extender","/01/2007",33.2333333333333,"may22","Nasuti","MD64-4",292.266629233799,292266.629233799,3479.95459235524,0.0119067804678154,0.994879042286507,0.995404615594793,4.98650462845463e-106,3.61284133296343e-108,NA,NA,"MD64-may22",129.9,177.9,273.4,"y"
"MD64","MD64-3-mid",2282.05511583483,1254.04143741604,"N. magnus","bottom",1916.42534722222,"2024-04-12 10:05:00",1916.42638888889,"f0082","m","mid","4/01/2007",4,2007,"05/27/2022","3",34,34.2,34.3,NA,"S","med",83.32,NA,"Extender","/01/2007",34.1666666666667,"may22","Nasuti","MD64-3",164.275038711372,164275.038711372,1028.01367841879,0.00625788121240373,0.998482084346342,0.998607260734661,4.65925673321213e-130,9.2810946193715e-132,NA,NA,"MD64-may22",129.9,177.9,273.4,"y"
