"sample","extract_ID","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","species_s","ID_mound","precip_1mo","precip_2mo","precip_3mo","variable_emitters"
"MD53","MD53-2-low",1612.42337962963,"2024-04-12 15:10:00",1612.4244212963,"f0070","m","low","6/01/2006",6,2006,"05/25/2022","2",39.2,39.2,39.3,NA,"E","med",83.32,NA,"Extender","/01/2006",39.2333333333333,"may22","Copto","MD53-2",2092.4473368032,2092447.3368032,2891.40038511462,0.00138182707600758,0.999745824932165,0.99965936163141,2.26375501768186e-165,1.38247036763398e-159,NA,NA,"C. acinaciformis","MD53-may22",129.9,177.9,273.4,"y"
"MD53","MD53-3-mid",1612.42534722222,"2024-04-12 15:10:00",1612.42638888889,"f0070","m","mid","6/01/2006",6,2006,"05/25/2022","3",39.6,35.4,34.1,NA,"S","med",83.32,NA,"Extender","/01/2006",36.3666666666667,"may22","Copto","MD53-3",1148.33562785413,1148335.62785413,45.2848526257388,3.94352065087118e-05,0.991240528641482,0.869313592523985,2.02227307689733e-95,5.48811042222389e-42,NA,NA,"C. acinaciformis","MD53-may22",129.9,177.9,273.4,"y"
"MD53","MD53-4-low",1612.4275462963,"2024-04-12 15:10:00",1612.42858796296,"f0070","m","low","6/01/2006",6,2006,"05/25/2022","4",30.4,33.4,35,NA,"W","med",83.32,NA,"Extender","/01/2006",32.9333333333333,"may22","Copto","MD53-4",3359.58104617666,3359581.04617666,5408.42128147445,0.00160984992090887,0.998863304216981,0.999023505969983,3.01122482548359e-137,2.77891273003101e-140,NA,NA,"C. acinaciformis","MD53-may22",129.9,177.9,273.4,"y"
"MD53","MD53-5-top",1612.42962962963,"2024-04-12 15:10:00",1612.4306712963,"f0070","m","top","6/01/2006",6,2006,"05/25/2022","5",35.2,35.4,35.4,NA,"","med",83.32,NA,"Extender","/01/2006",35.3333333333333,"may22","Copto","MD53-5",1924.79868608438,1924798.68608438,4070.49431099613,0.00211476365836302,0.996112659402448,0.996398522239556,1.78339212386666e-111,5.51907638642576e-113,NA,NA,"C. acinaciformis","MD53-may22",129.9,177.9,273.4,"y"
"MD54","MD54-1-mid",1642.42118055556,"2024-04-12 16:27:00",1642.42222222222,"f0071","m","mid","7/01/2006",7,2006,"05/25/2022","1",33.9,31.1,31.2,NA,"N","sm",47.78,NA,"","/01/2006",32.0666666666667,"may22","Ami","MD54-1",357.491612083182,357491.612083182,8621.6660510025,0.0241171142471348,0.998276933184729,0.998341446156244,1.49052437057428e-127,2.62587853602528e-128,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4,"y"
"MD54","MD54-2-low",1642.42326388889,"2024-04-12 16:27:00",1642.42430555556,"f0071","m","low","7/01/2006",7,2006,"05/25/2022","2",34.7,34.6,34.7,NA,"E","sm",47.78,NA,"","/01/2006",34.6666666666667,"may22","Ami","MD54-2",269.710745212442,269710.745212442,6198.05715063694,0.0229803864349377,0.995625433820172,0.99696781335811,3.84326082274985e-109,2.19667761378475e-116,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4,"y"
"MD54","MD54-3-mid",1642.4255787037,"2024-04-12 16:27:00",1642.42662037037,"f0071","m","mid","7/01/2006",7,2006,"05/25/2022","3",33,33,33,NA,"S","sm",47.78,NA,"","/01/2006",33,"may22","Ami","MD54-3",252.973714437162,252973.714437162,5610.48084711479,0.0221781178317181,0.998796919966127,0.999114262262463,4.09892292380197e-136,3.1267357553351e-142,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4,"y"
"MD54","MD54-4-low",1642.42864583333,"2024-04-12 16:27:00",1642.4296875,"f0071","m","low","7/01/2006",7,2006,"05/25/2022","4",34.3,34.3,34.3,NA,"W","sm",47.78,NA,"","/01/2006",34.3,"may22","Ami","MD54-4",405.270629944788,405270.629944788,10060.6729638968,0.0248245794798094,0.998491481344553,0.998559215556362,3.51239393895581e-130,4.34297780158987e-131,NA,NA,"A. laurensis","MD54-may22",129.9,177.9,273.4,"y"
"MD59","MD59-1-mid",1765.42118055556,"2024-04-12 13:39:00",1765.42222222222,"f0076","m","mid","11/01/2006",11,2006,"05/26/2022","1",42.7,43.1,43.5,NA,"N","med",83.32,NA,"Extender","/01/2006",43.1,"may22","Copto","MD59-1",4069.37532061793,4069375.32061793,13901.5985403113,0.00341615050100622,0.999741304786682,0.999744300036444,5.04839265769432e-165,2.97184338625223e-165,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4,"y"
"MD59","MD59-2-low",1765.42314814815,"2024-04-12 13:39:00",1765.42418981481,"f0076","m","low","11/01/2006",11,2006,"05/26/2022","2",41.7,43.4,43.6,NA,"E","med",83.32,NA,"Extender","/01/2006",42.9,"may22","Copto","MD59-2",4832.54938686984,4832549.38686984,12406.0519955776,0.00256718576519573,0.999248110140019,0.999476979289854,6.11509858369823e-144,4.11099308483081e-151,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4,"y"
"MD59","MD59-3-mid",1765.42511574074,"2024-04-12 13:39:00",1765.42615740741,"f0076","m","mid","11/01/2006",11,2006,"05/26/2022","3",40.1,43.6,44.4,NA,"S","med",83.32,NA,"Extender","/01/2006",42.7,"may22","Copto","MD59-3",1393.83112813785,1393831.12813785,3018.79250164555,0.00216582370755246,0.997563568703659,0.997349035805849,1.04486284847496e-120,4.86033260649445e-119,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4,"y"
"MD59","MD59-4-low",1765.4271412037,"2024-04-12 13:39:00",1765.42818287037,"f0076","m","low","11/01/2006",11,2006,"05/26/2022","4",41,41,39.5,NA,"W","med",83.32,NA,"Extender","/01/2006",40.5,"may22","Copto","MD59-4",1412.71369748904,1412713.69748904,1197.65667454039,0.00084777027126523,0.998123259795262,0.997425860885348,7.26966813969874e-126,1.27505975995109e-119,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4,"y"
"MD59","MD59-5-top",1765.42916666667,"2024-04-12 13:39:00",1765.43020833333,"f0076","m","top","11/01/2006",11,2006,"05/26/2022","5",39,40,40,NA,"","med",83.32,NA,"Extender","/01/2006",39.6666666666667,"may22","Copto","MD59-5",1406.39572286344,1406395.72286344,4454.25968640822,0.00316714535887473,0.999205054041508,0.999197541480153,7.7047101838236e-143,1.18201992647584e-142,NA,NA,"C. acinaciformis","MD59-may22",129.9,177.9,273.4,"y"
"MD45","MD45-3-low",1369.42505787037,"2024-04-12 13:18:00",1369.42609953704,"f0060","m","low","10/01/2005",10,2005,"05/24/2022","3",36,34.6,33.7,NA,"S","sm",47.78,NA,"","/01/2005",34.7666666666667,"may22","Ami","MD45-3",107.13457555356,107134.57555356,1980.06807317474,0.018482063917683,0.997138590675127,0.998747684867849,4.05804311986307e-83,1.33123168047043e-94,NA,NA,"A. laurensis","MD45-may22",129.9,177.9,273.4,"y"
